2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - use device 0
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - gt_file_or_folder: /mnt/f/data/xianjin_data/ane_seg
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - pred_file_or_folder: /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - mask or probability distribution: mask
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan gt_folder_or_file /mnt/f/data/xianjin_data/ane_seg...
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan pred_folder_or_file /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined...
2022-02-11 15:25:44 [MainThread] INFO [StudyEvaluater] - instance number: 563. start evaluating...
2022-02-11 15:26:07 [MainThread] INFO [StudyEvaluater] - (1 in 563) XJTr0000:	ap: 0.4933	auc: 0.6399	precision: 0.8468	recall: 0.2798	sensitivity: 0.2798	specificity: 1.0000	dsc: 0.4206	hd95: 17.7465	tp: 785	fp: 142	fn: 2021	tn: 46134396	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:15:18 [MainThread] INFO [StudyEvaluater] - (145 in 563) XJTr0144:	ap: 0.6151	auc: 0.8101	precision: 0.9200	recall: 0.6202	sensitivity: 0.6202	specificity: 1.0000	dsc: 0.7409	hd95: 2.8723	tp: 1553	fp: 135	fn: 951	tn: 124515761	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:16:21 [MainThread] INFO [StudyEvaluater] - (146 in 563) XJTr0145:	ap: 0.1977	auc: 0.7151	precision: 0.1803	recall: 0.4303	sensitivity: 0.4303	specificity: 1.0000	dsc: 0.2541	hd95: 52.5190	tp: 108	fp: 491	fn: 143	tn: 124779802	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:17:23 [MainThread] INFO [StudyEvaluater] - (147 in 563) XJTr0146:	ap: 0.5994	auc: 0.9297	precision: 0.7691	recall: 0.8595	sensitivity: 0.8595	specificity: 1.0000	dsc: 0.8117	hd95: 1.0000	tp: 1382	fp: 415	fn: 226	tn: 124778521	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 17:17:37 [MainThread] INFO [StudyEvaluater] - (148 in 563) XJTr0147:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 81	tn: 124780463	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:18:37 [MainThread] INFO [StudyEvaluater] - (149 in 563) XJTr0148:	ap: 0.1922	auc: 0.5295	precision: 0.3548	recall: 0.0590	sensitivity: 0.0590	specificity: 1.0000	dsc: 0.1012	hd95: 140.8882	tp: 33	fp: 60	fn: 526	tn: 125042069	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:18:51 [MainThread] INFO [StudyEvaluater] - (150 in 563) XJTr0149:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 21342	tn: 125283490	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:19:54 [MainThread] INFO [StudyEvaluater] - (151 in 563) XJTr0150:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 53.0091	tp: 0	fp: 525	fn: 686	tn: 125565765	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:20:57 [MainThread] INFO [StudyEvaluater] - (152 in 563) XJTr0152:	ap: 0.0000	auc: 0.4999	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 0.9997	dsc: 0.0000	hd95: 166.7781	tp: 0	fp: 33052	fn: 3329	tn: 125792739	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:22:00 [MainThread] INFO [StudyEvaluater] - (153 in 563) XJTr0153:	ap: 0.3771	auc: 0.7886	precision: 0.4656	recall: 0.5773	sensitivity: 0.5773	specificity: 1.0000	dsc: 0.5155	hd95: 87.5593	tp: 467	fp: 536	fn: 342	tn: 125827775	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:23:03 [MainThread] INFO [StudyEvaluater] - (154 in 563) XJTr0154:	ap: 0.4265	auc: 0.9167	precision: 0.4364	recall: 0.8333	sensitivity: 0.8333	specificity: 1.0000	dsc: 0.5728	hd95: 85.9266	tp: 405	fp: 523	fn: 81	tn: 126352399	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 17:24:06 [MainThread] INFO [StudyEvaluater] - (155 in 563) XJTr0155:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 160.5691	tp: 0	fp: 34	fn: 405	tn: 126352969	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:25:09 [MainThread] INFO [StudyEvaluater] - (156 in 563) XJTr0156:	ap: 0.5206	auc: 0.8513	precision: 0.6899	recall: 0.7027	sensitivity: 0.7027	specificity: 1.0000	dsc: 0.6962	hd95: 167.6809	tp: 761	fp: 342	fn: 322	tn: 126614127	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 17:26:14 [MainThread] INFO [StudyEvaluater] - (157 in 563) XJTr0157:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 158.8711	tp: 0	fp: 898	fn: 787	tn: 126613867	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 17:27:15 [MainThread] INFO [StudyEvaluater] - (158 in 563) XJTr0158:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 145.6946	tp: 0	fp: 35	fn: 146	tn: 126615371	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:28:16 [MainThread] INFO [StudyEvaluater] - (159 in 563) XJTr0159:	ap: 0.4527	auc: 0.7310	precision: 0.6743	recall: 0.4619	sensitivity: 0.4619	specificity: 1.0000	dsc: 0.5483	hd95: 143.5820	tp: 176	fp: 85	fn: 205	tn: 126615086	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 17:29:21 [MainThread] INFO [StudyEvaluater] - (160 in 563) XJTr0160:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 207.7447	tp: 0	fp: 1644	fn: 1042	tn: 127137154	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 4	per_target_fn: 1
2022-02-11 17:30:25 [MainThread] INFO [StudyEvaluater] - (161 in 563) XJTr0161:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 106.4066	tp: 0	fp: 101	fn: 103	tn: 128450356	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:30:39 [MainThread] INFO [StudyEvaluater] - (162 in 563) XJTr0162:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 760	tn: 128974088	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:31:42 [MainThread] INFO [StudyEvaluater] - (163 in 563) XJTr0163:	ap: 0.5035	auc: 0.5070	precision: 1.0000	recall: 0.0141	sensitivity: 0.0141	specificity: 1.0000	dsc: 0.0278	hd95: 6.3443	tp: 75	fp: 0	fn: 5253	tn: 128969520	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 17:32:46 [MainThread] INFO [StudyEvaluater] - (164 in 563) XJTr0164:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 120.7526	tp: 0	fp: 347	fn: 13752	tn: 129747181	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 17:33:51 [MainThread] INFO [StudyEvaluater] - (165 in 563) XJTr0165:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 15.9334	tp: 0	fp: 42	fn: 107	tn: 129761131	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:34:54 [MainThread] INFO [StudyEvaluater] - (166 in 563) XJTr0166:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 168.1544	tp: 0	fp: 179	fn: 82	tn: 129761019	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:35:09 [MainThread] INFO [StudyEvaluater] - (167 in 563) XJTr0167:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 936	tn: 129760344	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:36:13 [MainThread] INFO [StudyEvaluater] - (168 in 563) XJTr0168:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 76.0905	tp: 0	fp: 341	fn: 387	tn: 129760552	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 4	per_target_fn: 1
2022-02-11 17:37:18 [MainThread] INFO [StudyEvaluater] - (169 in 563) XJTr0169:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 205.7930	tp: 0	fp: 38	fn: 255	tn: 129760987	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:38:24 [MainThread] INFO [StudyEvaluater] - (170 in 563) XJTr0170:	ap: 0.0909	auc: 0.5025	precision: 0.1794	recall: 0.0050	sensitivity: 0.0050	specificity: 1.0000	dsc: 0.0097	hd95: 21.0071	tp: 108	fp: 494	fn: 21603	tn: 129739075	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 17:39:27 [MainThread] INFO [StudyEvaluater] - (171 in 563) XJTr0171:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 192.5898	tp: 0	fp: 410	fn: 64	tn: 129760806	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:39:42 [MainThread] INFO [StudyEvaluater] - (172 in 563) XJTr0172:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 121	tn: 129761159	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:40:47 [MainThread] INFO [StudyEvaluater] - (173 in 563) XJTr0173:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 74.9057	tp: 0	fp: 75	fn: 1448	tn: 129759757	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:41:50 [MainThread] INFO [StudyEvaluater] - (174 in 563) XJTr0174:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 95.3463	tp: 0	fp: 92	fn: 2059	tn: 129759129	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:42:05 [MainThread] INFO [StudyEvaluater] - (175 in 563) XJTr0175:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 5776	tn: 129755504	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:43:08 [MainThread] INFO [StudyEvaluater] - (176 in 563) XJTr0176:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 24.2745	tp: 0	fp: 36	fn: 983	tn: 129760261	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:44:14 [MainThread] INFO [StudyEvaluater] - (177 in 563) XJTr0177:	ap: 0.4606	auc: 0.5948	precision: 0.8264	recall: 0.1896	sensitivity: 0.1896	specificity: 1.0000	dsc: 0.3085	hd95: 37.1716	tp: 2213	fp: 465	fn: 9458	tn: 129749144	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 17:45:18 [MainThread] INFO [StudyEvaluater] - (178 in 563) XJTr0178:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 98.5025	tp: 0	fp: 141	fn: 459	tn: 129760680	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:45:32 [MainThread] INFO [StudyEvaluater] - (179 in 563) XJTr0179:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 73	tn: 129761207	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:45:47 [MainThread] INFO [StudyEvaluater] - (180 in 563) XJTr0180:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 89	tn: 129761191	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:46:01 [MainThread] INFO [StudyEvaluater] - (181 in 563) XJTr0181:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 1186	tn: 129760094	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:47:05 [MainThread] INFO [StudyEvaluater] - (182 in 563) XJTr0182:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 159.9140	tp: 0	fp: 1970	fn: 628	tn: 129758682	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 17:48:11 [MainThread] INFO [StudyEvaluater] - (183 in 563) XJTr0183:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 123.6416	tp: 0	fp: 41	fn: 104	tn: 129761135	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 17:49:17 [MainThread] INFO [StudyEvaluater] - (184 in 563) XJTr0184:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 171.1750	tp: 0	fp: 217	fn: 142	tn: 129760921	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 17:50:21 [MainThread] INFO [StudyEvaluater] - (185 in 563) XJTr0185:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 161.0558	tp: 0	fp: 478	fn: 270	tn: 129760532	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:51:26 [MainThread] INFO [StudyEvaluater] - (186 in 563) XJTr0186:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 183.2068	tp: 0	fp: 815	fn: 377	tn: 129760088	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:52:32 [MainThread] INFO [StudyEvaluater] - (187 in 563) XJTr0187:	ap: 0.0000	auc: 0.4997	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 0.9994	dsc: 0.0000	hd95: 176.5018	tp: 0	fp: 75181	fn: 1186	tn: 129684913	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 17:53:36 [MainThread] INFO [StudyEvaluater] - (188 in 563) XJTr0188:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 174.9144	tp: 0	fp: 3242	fn: 337	tn: 129757701	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 5	per_target_fn: 1
2022-02-11 17:54:41 [MainThread] INFO [StudyEvaluater] - (189 in 563) XJTr0189:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 162.0571	tp: 0	fp: 1377	fn: 483	tn: 129759420	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 4	per_target_fn: 1
2022-02-11 17:55:46 [MainThread] INFO [StudyEvaluater] - (190 in 563) XJTr0190:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 110.9647	tp: 0	fp: 1357	fn: 500	tn: 129759423	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 2
2022-02-11 17:56:52 [MainThread] INFO [StudyEvaluater] - (191 in 563) XJTr0191:	ap: 0.5498	auc: 0.6911	precision: 0.9084	recall: 0.3823	sensitivity: 0.3823	specificity: 1.0000	dsc: 0.5381	hd95: 153.7242	tp: 6489	fp: 654	fn: 10485	tn: 129743652	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 2	per_target_fn: 0
2022-02-11 17:57:07 [MainThread] INFO [StudyEvaluater] - (192 in 563) XJTr0192:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 378	tn: 130023046	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 17:58:10 [MainThread] INFO [StudyEvaluater] - (193 in 563) XJTr0193:	ap: 0.4565	auc: 0.5299	precision: 0.8830	recall: 0.0598	sensitivity: 0.0598	specificity: 1.0000	dsc: 0.1119	hd95: 7.5166	tp: 302	fp: 40	fn: 4752	tn: 130018330	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 17:59:14 [MainThread] INFO [StudyEvaluater] - (194 in 563) XJTr0194:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 200.3600	tp: 0	fp: 1383	fn: 491	tn: 130283694	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 18:00:19 [MainThread] INFO [StudyEvaluater] - (195 in 563) XJTr0195:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 241.6662	tp: 0	fp: 227	fn: 367	tn: 130547118	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 4	per_target_fn: 1
2022-02-11 18:00:33 [MainThread] INFO [StudyEvaluater] - (196 in 563) XJTr0196:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 58	tn: 130547654	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:01:11 [MainThread] INFO [StudyEvaluater] - (197 in 563) XJTr0197:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 51.4592	tp: 0	fp: 194	fn: 2302	tn: 66057792	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 18:01:47 [MainThread] INFO [StudyEvaluater] - (198 in 563) XJTr0198:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 22.0173	tp: 0	fp: 106	fn: 1059	tn: 66321267	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 18:02:02 [MainThread] INFO [StudyEvaluater] - (199 in 563) XJTr0199:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 69	tn: 66846651	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:02:17 [MainThread] INFO [StudyEvaluater] - (200 in 563) XJTr0200:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 503	tn: 66846217	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:02:33 [MainThread] INFO [StudyEvaluater] - (201 in 563) XJTr0201:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 398	tn: 66846322	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:03:11 [MainThread] INFO [StudyEvaluater] - (202 in 563) XJTr0202:	ap: 0.3794	auc: 0.9982	precision: 0.2606	recall: 0.9965	sensitivity: 0.9965	specificity: 1.0000	dsc: 0.4131	hd95: 3.0000	tp: 284	fp: 806	fn: 1	tn: 67107773	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 18:03:48 [MainThread] INFO [StudyEvaluater] - (203 in 563) XJTr0203:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 77.4388	tp: 0	fp: 320	fn: 299	tn: 67108245	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 18:04:03 [MainThread] INFO [StudyEvaluater] - (204 in 563) XJTr0204:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 854	tn: 67370154	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:04:18 [MainThread] INFO [StudyEvaluater] - (205 in 563) XJTr0205:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 839	tn: 67370169	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:04:34 [MainThread] INFO [StudyEvaluater] - (206 in 563) XJTr0206:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 169	tn: 67632983	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 18:05:14 [MainThread] INFO [StudyEvaluater] - (207 in 563) XJTr0207:	ap: 0.5644	auc: 0.8737	precision: 0.7552	recall: 0.7474	sensitivity: 0.7474	specificity: 1.0000	dsc: 0.7513	hd95: 97.1594	tp: 802	fp: 260	fn: 271	tn: 67631819	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 18:05:29 [MainThread] INFO [StudyEvaluater] - (208 in 563) XJTr0208:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 281	tn: 67895015	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
